# 
# !!radialProfile!! *** Image tally disabled: the reported result is a radial profile of the detected signal.
#               Detector max radius: 20.000000 cm. Radial bins: 1000. Radial bin thickness: 0.020000 cm.
#               The output profile is normalized by the area of the radial bins (at bigger radius, the area is bigger).
# 
# 
#     *****************************************************************************
#     ***         MC-GPU, version 1.3 (http://code.google.com/p/mcgpu/)         ***
#     ***                                                                       ***
#     ***                     Andreu Badal (Andreu.Badal-Soler@fda.hhs.gov)     ***
#     *****************************************************************************
# 
#  *** SIMULATION IN THE GPU USING CUDA ***
#
#  Image created counting the energy arriving at each pixel: ideal energy integrating detector.
#  Pixel value units: eV/cm^2 per history (energy fluence).
#  Focal spot position = (0.49900001,0.00000000,0.49900001), cone beam direction = (0.00000000,1.00000000,0.00000000)
#  Pixel size:  0.020000 x 1.000000 = 0.020000 cm^2
#  Number of pixels in X and Z:  1000  1
#  (X rows given first, a blank line separates the different Z values)
# 
#  [NON-SCATTERED] [COMPTON] [RAYLEIGH] [MULTIPLE-SCATTING]    [Lower bin radius: angle = atan(radius/object-detector-dist]
# ==========================================================
14549778.20466467 0.00000000 8.11014838 0.00000000    0.00000
0.00000000 0.00000000 7.87300954 0.00000000    0.02000
0.00000000 0.00000000 8.17654726 0.00000000    0.04000
0.00000000 0.00000000 8.22081318 0.00883860    0.06000
0.00000000 0.00000000 6.18141914 0.00511558    0.08000
0.00000000 0.00000000 3.54414778 0.00431162    0.10000
0.00000000 0.00000000 2.52461659 0.00356245    0.12000
0.00000000 0.00000000 2.09630736 0.00210790    0.14000
0.00000000 0.00000000 1.69066045 0.00371982    0.16000
0.00000000 0.00000000 1.32964165 0.00161041    0.18000
0.00000000 0.00000000 1.12847976 0.00526620    0.20000
0.00000000 0.00000000 0.97055085 0.00475067    0.22000
0.00000000 0.00000000 0.89796575 0.00126474    0.24000
0.00000000 0.00000000 0.93801586 0.00397851    0.26000
0.00000000 0.00000000 1.09683529 0.00364358    0.28000
0.00000000 0.00000000 1.01842208 0.00201354    0.30000
0.00000000 0.00000000 0.74303504 0.00285526    0.32000
0.00000000 0.00000000 0.57365015 0.00447721    0.34000
0.00000000 0.00000000 0.56315134 0.00460634    0.36000
0.00000000 0.00000000 0.50954449 0.00238928    0.38000
0.00000000 0.00000000 0.54715450 0.00444338    0.40000
0.00000000 0.00000000 0.62023756 0.00509735    0.42000
0.00000000 0.00000000 0.73003632 0.00483416    0.44000
0.00000000 0.00000000 0.82679046 0.00294196    0.46000
0.00000000 0.00000000 0.72012775 0.00379936    0.48000
0.00000000 0.00000000 0.46094831 0.00398032    0.50000
0.00000000 0.00000000 0.26010701 0.00532566    0.52000
0.00000000 0.00000000 0.25955924 0.00389047    0.54000
0.00000000 0.00000000 0.23713884 0.00216470    0.56000
0.00000000 0.00000000 0.20069717 0.00211562    0.58000
0.00000000 0.00000000 0.20785284 0.00463911    0.60000
0.00000000 0.00000000 0.18368850 0.00320017    0.62000
0.00000000 0.00000000 0.16952387 0.00406781    0.64000
0.00000000 0.00000000 0.15785660 0.00644068    0.66000
0.00000000 0.00000000 0.15855080 0.00410873    0.68000
0.00000000 0.00000000 0.16076455 0.00328442    0.70000
0.00000000 0.00000000 0.15094591 0.00356288    0.72000
0.00000000 0.00000000 0.14291568 0.00498230    0.74000
0.00000000 0.00000000 0.14125673 0.00231443    0.76000
0.00000000 0.00000000 0.13948166 0.00296581    0.78000
0.00000000 0.00000000 0.14696753 0.00480967    0.80000
0.00000000 0.00000000 0.13961668 0.00246288    0.82000
0.00000000 0.00000000 0.15009494 0.00330468    0.84000
0.00000000 0.00000000 0.17971672 0.00553634    0.86000
0.00000000 0.00000000 0.17194786 0.00422891    0.88000
0.00000000 0.00000000 0.15948239 0.00372132    0.90000
0.00000000 0.00016987 0.15826255 0.00268174    0.92000
