# 
# !!radialProfile!! *** Image tally disabled: the reported result is a radial profile of the detected signal.
#               Detector max radius: 20.000000 cm. Radial bins: 1000. Radial bin thickness: 0.020000 cm.
#               The output profile is normalized by the area of the radial bins (at bigger radius, the area is bigger).
# 
# 
#     *****************************************************************************
#     ***         MC-GPU, version 1.3 (http://code.google.com/p/mcgpu/)         ***
#     ***                                                                       ***
#     ***                     Andreu Badal (Andreu.Badal-Soler@fda.hhs.gov)     ***
#     *****************************************************************************
# 
#  *** SIMULATION IN THE GPU USING CUDA ***
#
#  Image created counting the energy arriving at each pixel: ideal energy integrating detector.
#  Pixel value units: eV/cm^2 per history (energy fluence).
#  Focal spot position = (0.49900001,0.00000000,0.49900001), cone beam direction = (0.00000000,1.00000000,0.00000000)
#  Pixel size:  0.020000 x 1.000000 = 0.020000 cm^2
#  Number of pixels in X and Z:  1000  1
#  (X rows given first, a blank line separates the different Z values)
# 
#  [NON-SCATTERED] [COMPTON] [RAYLEIGH] [MULTIPLE-SCATTING]    [Lower bin radius: angle = atan(radius/object-detector-dist]
# ==========================================================
14673706.80520384 0.00000000 0.45846843 0.00000000    0.00000
0.00000000 0.00000000 0.35307339 0.00000000    0.02000
0.00000000 0.00000000 0.20235848 0.00310742    0.04000
0.00000000 0.00000000 0.09937247 0.00206375    0.06000
0.00000000 0.00000000 0.07026336 0.00153141    0.08000
0.00000000 0.00000000 0.06036261 0.00398404    0.10000
0.00000000 0.00000000 0.03526680 0.00121610    0.12000
0.00000000 0.00000000 0.04637382 0.00309369    0.14000
0.00000000 0.00000000 0.02417886 0.00085312    0.16000
0.00000000 0.00000000 0.04326744 0.00077816    0.18000
0.00000000 0.00000000 0.04215802 0.00147590    0.20000
0.00000000 0.00000000 0.02680700 0.00132259    0.22000
0.00000000 0.00000000 0.02908903 0.00126179    0.24000
0.00000000 0.00000000 0.02751982 0.00053309    0.26000
0.00000000 0.00000000 0.03052822 0.00365431    0.28000
0.00000000 0.00000000 0.03110854 0.00198672    0.30000
0.00000000 0.00000000 0.02634876 0.00182218    0.32000
0.00000000 0.00000000 0.02032619 0.00179055    0.34000
0.00000000 0.00000000 0.02862757 0.00042728    0.36000
0.00000000 0.00000000 0.03121315 0.00152328    0.38000
0.00000000 0.00000000 0.03046174 0.00110891    0.40000
0.00000000 0.00000000 0.02205943 0.00142773    0.42000
0.00000000 0.00000000 0.02529481 0.00103784    0.44000
0.00000000 0.00000000 0.19643842 0.00162929    0.46000
0.00000000 0.00000000 0.36619399 0.00216674    0.48000
0.00000000 0.00000000 0.33974401 0.00179813    0.50000
0.00000000 0.00000000 0.37464954 0.00259744    0.52000
0.00000000 0.00000000 0.35527710 0.00162302    0.54000
0.00000000 0.00000000 0.35362810 0.00055471    0.56000
0.00000000 0.00000000 0.35744996 0.00185544    0.58000
0.00000000 0.00000000 0.36413123 0.00177399    0.60000
0.00000000 0.00000000 0.36160537 0.00121018    0.62000
0.00000000 0.00000000 0.33783164 0.00213042    0.64000
0.00000000 0.00000000 0.34119678 0.00202066    0.66000
0.00000000 0.00000000 0.35536458 0.00089568    0.68000
0.00000000 0.00000000 0.35403827 0.00300014    0.70000
0.00000000 0.00000000 0.35495028 0.00166585    0.72000
0.00000000 0.00000000 0.35876472 0.00177703    0.74000
0.00000000 0.00000000 0.35889065 0.00177386    0.76000
0.00000000 0.00000000 0.35640867 0.00172814    0.78000
0.00000000 0.00000000 0.34702293 0.00037448    0.80000
0.00000000 0.00000000 0.37256512 0.00124904    0.82000
0.00000000 0.00000000 0.34947756 0.00109372    0.84000
0.00000000 0.00000000 0.35725284 0.00103942    0.86000
0.00000000 0.00000000 0.34354046 0.00187449    0.88000
0.00000000 0.00000000 0.37212557 0.00160728    0.90000
0.00000000 0.00016986 0.35477331 0.00112695    0.92000
0.00000000 0.00000000 0.36244800 0.00195730    0.94000
0.00000000 0.00000000 0.36002729 0.00204962    0.96000
0.00000000 0.00000000 0.35195556 0.00186427    0.98000
0.00000000 0.00000000 0.34936891 0.00177020    1.00000
0.00000000 0.00000000 0.37788727 0.00225747    1.02000
0.00000000 0.00000000 0.34885758 0.00167248    1.04000
0.00000000 0.00000000 0.35445239 0.00171194    1.06000
0.00000000 0.00000000 0.35636094 0.00140182    1.08000
0.00000000 0.00000000 0.34865819 0.00041178    1.10000
0.00000000 0.00000000 0.36235375 0.00120956    1.12000
0.00000000 0.00000000 0.35027813 0.00211776    1.14000
0.00000000 0.00000000 0.35239778 0.00091501    1.16000
0.00000000 0.00013274 0.35218771 0.00142027    1.18000
0.00000000 0.00013055 0.34754232 0.00113299    1.20000
0.00000000 0.00012844 0.34908894 0.00173184    1.22000
0.00000000 0.00025274 0.34868895 0.00137025    1.24000
0.00000000 0.00024872 0.34817708 0.00167893    1.26000
0.00000000 0.00036738 0.34964192 0.00178078    1.28000
0.00000000 0.00000000 0.33826981 0.00094891    1.30000
